title_eng,title_eng_dub,title_jap,poster_link,no_episodes,status,aired_start,aired_end,studio,duration,tags,summary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pokemon Movie 14 Black: Victini to Shiroki Eiyuu Reshiram ,Pokemon the Movie: Black - Victini and Reshiram ,劇場版 ポケットモンスター ベストウイッシュ ビクティニと白き英雄 レシラム ,https://i.animepahe.com/posters/f3731054f3c1c061860a13d4d86795b80fb838db444521a9ff0bdf0ebc3efd5d.jpg ,1,Finished Airing ,Jul 16 2011 ,Jul 16 2011 ,OLM ,96 minutes ,Adventure;Comedy;Drama;Fantasy;Kids ,In ages past;; the Kingdom of the Vale;; a mighty and flourishing realm;; fell into turmoil. The ruler's two sons turned against each other;; unleashing the powers of their Legendary familiars—Reshiram and Zekrom—and disturbing the Dragon Force that supplied the kingdom with energy. With the help of the Mythical Pokémon Victini;; balance was restored and the Dragon Force was bound by the Sword of the Vale. Should the Sword be moved;; devastation will loom again.Damon;; a descendant of the now scattered People of the Vale;; is attempting to restore his people's kingdom to its former glory. He manages to summon Legendary Pokémon Zekrom;; with the aim of lifting the Sword of the Vale and harnessing the power of the Dragon Force himself.Meanwhile;; Satoshi and his companions visit Eindoak Town;; located at the foot of the Sword of the Vale. Confronted with Damon’s scheme;; they lend a hand to Victini;; guardian of the Vale;; in stopping the plan from coming to fruition and preventing a repeat of the tragedy that occurred a millennium ago.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pokemon Movie 14 White: Victini to Kuroki Eiyuu Zekrom ,Pokemon the Movie: White - Victini and Zekrom ,ポケットモンスター ベストウィッシュ 「ビクティニと黒き英雄」 ,https://i.animepahe.com/posters/1246493db9f0354f023b8ad5f3fedf54ae16266b5c01583a2fc2b85fface71c8.jpg ,1,Finished Airing ,Jul 16 2011 ,Jul 16 2011 ,Production I.G:Xebec:OLM ,96 minutes ,Adventure;Comedy;Drama;Fantasy;Kids ,In ages past;; the Kingdom of the Vale;; a mighty and flourishing realm;; fell into turmoil. The ruler's two sons turned against each other;; unleashing the powers of their Legendary familiars—Reshiram and Zekrom—and disturbing the Dragon Force that supplied the kingdom with energy. With the help of the Mythical Pokémon Victini;; balance was restored and the Dragon Force was bound by the Sword of the Vale. Should the Sword be moved;; devastation will loom again.Damon;; a descendant of the now scattered People of the Vale;; is attempting to restore his people's kingdom to its former glory. He manages to summon Legendary Pokémon Zekrom;; with the aim of lifting the Sword of the Vale and harnessing the power of the Dragon Force himself.Meanwhile;; Satoshi and his companions visit Eindoak Town;; located at the foot of the Sword of the Vale. Confronted with Damon's scheme;; they lend a hand to Victini;; guardian of the Vale;; in stopping the plan from coming to fruition and preventing a repeat of the tragedy that occurred a millennium ago.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pokemon Movie 15: Kyurem vs. Seikenshi ,Pokemon the Movie: Kyurem VS. The Sword of Justice ,劇場版 ポケットモンスター ベストウイッシュ キュレムVS聖剣士 ,https://i.animepahe.com/posters/b6d3c3c737cf6043fe663681160421a32335a9c7df932bd1042c320d9602a113.jpg ,1,Finished Airing ,Jul 14 2012 ,Jul 14 2012 ,OLM ,71 minutes ,Action;Adventure;Comedy;Drama;Fantasy;Kids ,Mythical Pokémon Keldeo wishes to join the Swords of Justice;; a group of Pokémon traveling around the world;; helping out those in need. To do so he must first harness the power of his horn and learn the move Sacred Sword;; and he decides to challenge Kyurem;; a Legendary Dragon residing in an abandoned mine located within an icy crater. Confident as he is at first;; it soon occurs to Keldeo that he is not yet ready for the fight.Meanwhile;; as Satoshi and his friends travel across the Unova region;; they stumble across an injured Keldeo. At the same time;; Kyurem goes on a rampage;; drawing energy from other Legendary Pokémon and disturbing the balance of power in the entire region.Now backed by his new friends;; Keldeo must overcome his weaknesses and face Kyurem once again;; now with the fate of the world at stake.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pokemon Movie 16: Shinsoku no Genosect - Mewtwo Kakusei ,Pokemon the Movie: Genesect and the Legend Awakened ,劇場版 ポケットモンスター ベストウイッシュ 神速のゲノセクト ミュウツー覚醒 ,https://i.animepahe.com/posters/7b5d1cc0d5750924aa2c99c9ec689300b15e03cda020785017e9c71768227b29.jpg ,1,Finished Airing ,Jul 13 2013 ,Jul 13 2013 ,OLM ,70 minutes ,Action;Adventure;Comedy;Fantasy;Kids ,The homeland of the Genesect exists no more. After three hundred million years;; the snowy mountains where the Paleozoic Pokemon once lived are no longer habitable-- but not all of the race are actually extinct. Several specimen are still alive and - confused and distressed - are desperate to find a new place to call home. Led by a Shiny Genesect and accompanied by the Legendary Pokemon Mewtwo;; the vagabond creatures arrive in New Tork City.Perceiving the city skyline as similar to their initial habitat;; the Genesect take over the city center;; driving out other Pokemon and threatening the existence of the local populace. On top of that;; the Genesect leader confronts Mewtwo in a cunning;; fast-paced duel that is bound to destroy the entire city – and it’s up to Satoshi and his companions to save the city and reconcile the feuding Pokemon.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pokemon Movie 17: Hakai no Mayu to Diancie ,Pokemon the Movie: Diancie and the Cocoon of Destruction ,ポケモン・ザ・ムービーXY『破壊の繭とディアンシー』 ,https://i.animepahe.com/posters/a39ffa9872d4efe65db825f3d0f8884b9ad1661db79b6cf72f7d5a0019a1f911.jpg ,1,Finished Airing ,Jul 19 2014 ,Jul 19 2014 ,OLM ,66 minutes ,Adventure;Kids;Fantasy ,The story is set in Diamond Ore Country;; of which Diancie is the princess.This is a country located deep underground;; where the Pokémon Carbink live together in peace. The energy source of this country is a giant diamond called the Sacred Diamond;; which can only be created by princess Diancie. However;; the current princess doesn't yet possess the power to create such a diamond;; and the current Sacred Diamond's power is soon going to run out;; which would result in the end of the country. Diancie meets up with Ash and Pikachu;; and set off together with them to search for the legendary Pokemon Xerneas;; which possesses sacred power;; but on the way;; they find the cocoon where the Destruction Pokémon;; Yveltal;; who was said to have once destroyed life in Kalos;; lies in wait.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pokemon Movie 18: Ring no Choumajin Hoopa ,Pokemon the Movie: Hoopa and the Clash of Ages ,ポケモン・ザ・ムービーXY『光輪（リング）の超魔神 フーパ』 ,https://i.animepahe.com/posters/8e4bf080256dde5100f707fde392534ca5a2abf98ee0cf395cb175a082cc8ebc.jpg ,1,Finished Airing ,Jul 18 2015 ,Jul 18 2015 ,OLM ,78 minutes ,Adventure;Fantasy;Kids ,A century ago;; the power of a mighty creature known as Hoopa;; who is capable of single-handedly defeating legendary Pokemon;; was captured in a bottle by a lone traveler. The bottle was then hidden deep inside a cave in the desert;; in the hopes that the darkness sealed within it would never see the light of day again.Years later;; a young man finds the bottle and breaks the curses surrounding it;; releasing the power confined within it. Its contents take the form of Hoopa's shadow;; and it uses its unbound power to shatter the bottle and prevent anyone from capturing it again. The shadow then goes on a rampage and attacks the original Hoopa;; while both Pokemon summon other legendary creatures to aid them in their brawl. Satoshi—a budding Pokemon trainer from the Kanto region—and his friends are caught up in the crossfire;; and must now work to stop the ravaging Pokemon;; or face a devastating clash of legends.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pokemon Movie 19: Volcanion to Karakuri no Magearna ,Pokemon the Movie: Volcanion and the Mechanical Marvel ,ポケモン・ザ・ムービーXY＆Z「ボルケニオンと機巧（からくり）のマギアナ」 ,https://i.animepahe.com/posters/9d4a4bad9b3d7d11916f0df9a56d517f301a0fa6d424030d1d3b5b3524be7dda.jpg ,1,Finished Airing ,Jul 16 2016 ,Jul 16 2016 ,OLM ,94 minutes ,Adventure;Kids;Fantasy ,A mysterious force binds Ash to the Mythical Pokemon Volcanion when it falls from the sky. Volcanion can't get away;; and Ash is dragged along as it continues on its mission. They arrive in a city of cogs and gears;; where a corrupt minister has stolen the ultimate invention: the Artificial Pokemon Magearna;; created 500 years ago. The minister plans to use Magearna's mysterious power to take control of the mechanical kingdom.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pokemon Movie 20: Kimi ni Kimeta! ,Pokémon the Movie: I Choose You! ,劇場版ポケットモンスター キミにきめた！ ,https://i.animepahe.com/posters/ccce5d76446579e4cacbd9295a3c3fbb16b78d3afe4c9eb4263f7933617d7151.jpg ,1,Finished Airing ,Jul 15 2017 ,Jul 15 2017 ,OLM ,98 minutes ,Action;Adventure;Comedy;Kids ,The film's plot tells the story of how Satoshi and Pikachu came to know each other. Pikachu was not cooperative toward Satoshi;; but Satoshi only wanted to be friends with Pikachu. On the day they set out from Masara Town;; both of them saw a Ho-Oh flying and made a vow to someday go and meet it.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pokemon Movie 21: Minna no Monogatari ,Pokémon the Movie: The Power of Us ,劇場版ポケットモンスター みんなの物語 ,https://i.animepahe.com/posters/db84024b551db18462067a77447a6bb963f6a5cc7e323ad015b5f578113979e0.jpg ,1,Finished Airing ,Jul 13 2018 ,Jul 13 2018 ,OLM:Wit Studio ,105 minutes ,Action;Game;Adventure;Comedy;Kids;Fantasy ,As Satoshi continues his journey to become a Pokémon Master;; he travels to Fura City to attend the annual Wind Festival. Pumped up;; Satoshi and Pikachu are determined to win the festival's Get Race. Meanwhile;; Kagachi;; a show-off and a habitual liar;; joins the competition at the request of his niece Lily. Having almost no knowledge about Pokémon;; he manages to strike a deal with a socially awkward scientist named Torito in exchange for help with his upcoming speech. Following Kagachi's victory;; Satoshi meets Risa;; an ex-regional track and field champion looking to catch a Pokémon. However;; during Torito's speech;; Team Rocket strikes and manages to steal a capsule from his lab.Tragedy strikes one after another as the Wind Festival's Sacred Flame disappears! As they set off on a journey to find the culprit;; Satoshi and the group meet many people on the way—including Zeraora;; the Thunderclap Pokémon who was believed to be dead...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pokemon Movie 22: Mewtwo no Gyakushuu Evolution ,Pokemon: Mewtwo Strikes Back Evolution ,劇場版 ポケットモンスター ミュウツーの逆襲evolution ,https://i.animepahe.com/posters/e250d36e7a915f75a8ff3f719fac82c74703d8c1a80d76505c9a4bf8f2880d66.jpg ,1,Finished Airing ,Jul 12 2019 ,Jul 12 2019 ,OLM ,96 minutes ,Action;Adventure;Comedy;Fantasy;Kids ,No synopsis information has been added to this title.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pokemon Sun & Moon ,Pokémon the Series: Sun & Moon ,ポケットモンスター サン＆ムーン ,https://i.animepahe.com/posters/0c79a9e635b4316aaf0af8a42aafaef1.jpg ,146,Finished Airing ,Nov 17 2016 ,Nov 17 2016 ,OLM ,24 minutes ,Action;Game;Kids;Fantasy;School ,After his mother wins a free trip to the islands;; Pokemon trainer Satoshi and his partner Pikachu head for Melemele Island of the beautiful Alola region;; which is filled with lots of new Pokemon and even variations of familiar faces. Eager to explore the island;; Satoshi and Pikachu run wild with excitement;; quickly losing their way while chasing after a Pokemon. The pair eventually stumbles upon the Pokemon School;; an institution where students come to learn more about these fascinating creatures.At the school;; when he and one of the students—the no-nonsense Kaki—have a run-in with the nefarious thugs of Team Skull;; Satoshi discovers the overwhelming might of the Z-Moves;; powerful attacks originating from the Alola region that require the trainer and Pokemon to be in sync. Later that night;; he and Pikachu have an encounter with the guardian deity Pokemon of Melemele Island;; the mysterious Kapu Kokeko. The Pokemon of legend bestows upon them a Z-Ring;; a necessary tool in using the Z-Moves. Dazzled by his earlier battle and now in possession of a Z-Ring;; Satoshi and Pikachu decide to stay behind in the Alola Region to learn and master the strength of these powerful new attacks.Enrolling in the Pokemon School;; Satoshi is joined by classmates such as Lillie;; who loves Pokemon but cannot bring herself to touch them;; Kaki;; and many others. Between attending classes;; fending off the pesky Team Rocket—who themselves have arrived in Alola to pave the way for their organization's future plans—and taking on the Island Challenge that is necessary to master the Z-Moves;; Satoshi and Pikachu are in for an exciting new adventure.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pokemon XY ,Pokémon The Series: XY ,ポケットモンスターXY ,https://i.animepahe.com/posters/e3cba5dbd19d83a559161a5feea5cc23f3a68efdf8ed7c7c911f431ef109a3d2.jpg ,93,Finished Airing ,Oct 17 2013 ,Oct 17 2013 ,OLM ,23 minutes ,Action;Adventure;Comedy;Fantasy;Kids ,Satoshi and Pikachu have arrived in Miare City of the illustrious Kalos region to capture more Pokemon and continue their journey towards becoming the very best. Meanwhile;; a genius inventor named Citron and his little sister Eureka wander the city when they run into Satoshi who quickly challenges them to a battle. However;; they are soon caught up in a dangerous incident when Team Rocket;; following Satoshi into Kalos;; cause a Gaburias to rampage through the city.Far away in the quiet Asame Town;; a young girl named Serena slogs through daily Sihorn riding practice at the behest of her mother;; a professional Sihorn racer. After practice;; she sees the events unfolding in Miare City on television where she recognizes a boy from her childhood. Having left a significant impact on her life;; the sight of him stirs in her a desire to meet him again; and so;; Serena sets off to Miare City;; determined to find the boy from her past.Pokemon XY follows the group as they travel throughout Kalos in pursuit of their ambitions—Satoshi challenging Pokemon gyms;; Citron learning from Satoshi;; and Serena searching for what exactly her dream is. Along the way;; they meet new friends;; face new rivals;; and continue to thwart Team Rocket's schemes;; all the while discovering a little about the mysteries of mega evolution.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
